sale_id,date,customer_id,customer_name,customer_city,store_id,store_name,store_city,product_id,product_name,product_category,quantity,base_price,discount_pct,final_price,total_amount,payment_method,promotion_code,is_vip_customer,weekday,month,year,hour,is_returned,return_date,return_reason
2ba912ea-24b1-4878-b86c-8a6c951c19bc,2023-01-03 09:03:00,87dbeabb,Elmira Əhmədli,Mingəçevir,e44533aa,Mingəçevir  Mağaza 2,Mingəçevir,457e846a,Qida məhsulu 117,Qida,2,124.11,0.05,117.9,235.81,Hissəli ödəniş,,True,Tuesday,January,2023,9,False,,nan
eb4c3104-180c-46bf-82e0-1e76ef63837e,2023-01-03 09:24:00,82105ad3,Natavan Əliyev,Mingəçevir,de5282b4,Mingəçevir  Mağaza 1,Mingəçevir,cc74b6e8,Oyuncaqlar məhsulu 99,Oyuncaqlar,2,243.37,0.0,243.37,486.74,Kredit Kartı,,False,Tuesday,January,2023,9,True,2023-01-08 09:24:00,Digər səbəb
abf763f2-d161-4ae7-86b5-b53a4602e3eb,2023-01-03 09:51:00,aff7a0d9,Əli Abbasov,Lənkəran,e3bc1f5d,Lənkəran  Mağaza 2,Lənkəran,8721c80c,Kosmetika məhsulu 79,Kosmetika,1,90.3,0.0,90.3,90.3,Debit Kartı,,False,Tuesday,January,2023,9,False,,nan
f8f39fb9-2ed1-4f0a-bfcc-1000bcca20ed,2023-01-03 11:28:00,f4e2a9dd,İlham Qasımov,Şəki,07342e4d,Şəki  Mağaza 3,Şəki,96ce2082,Avto Aksessuarlar məhsulu 158,Avto Aksessuarlar,2,292.28,0.0,292.28,584.56,Elektron pul kisəsi,,False,Tuesday,January,2023,11,False,,nan
01e95002-e08f-402a-a538-ad8f259b353f,2023-01-03 12:09:00,aff7a0d9,Əli Abbasov,Lənkəran,4d27c1c4,Lənkəran  Mağaza 1,Lənkəran,e08a96a7,Oyuncaqlar məhsulu 113,Oyuncaqlar,3,153.34,0.0,153.34,460.02,Hissəli ödəniş,,False,Tuesday,January,2023,12,False,,nan
7a794a4d-dbc6-4d20-99b6-6b6868b56d08,2023-01-03 12:48:00,60d93fa8,Anar Qasımov,Lənkəran,4aaa1b95,Gəncə  Mağaza 2,Gəncə,53e54aa8,İdman məhsulu 84,İdman,1,156.68,0.0,156.68,156.68,Hissəli ödəniş,,False,Tuesday,January,2023,12,False,,nan
c122ed48-f0e8-4f91-b7af-b00ee280d05b,2023-01-03 13:06:00,4d876621,İlham Abbasov,Bakı,68c5b08f,Bakı (Mərkəz) Mağaza 1,Bakı,d7ef8681,Mətbəx məhsulu 53,Mətbəx,3,343.34,0.0,343.34,1030.02,Debit Kartı,,False,Tuesday,January,2023,13,False,,nan
39ccb96a-3ae6-4e26-801f-f5a78865895b,2023-01-03 13:58:00,c64e6f8e,Leyla Məmmədov,Sumqayıt,e7eb2cd7,Sumqayıt  Mağaza 2,Sumqayıt,b64a28cf,İdman məhsulu 97,İdman,1,129.46,0.0,129.46,129.46,Kredit Kartı,,False,Tuesday,January,2023,13,False,,nan
7fd393b3-ca44-4640-bf07-6c7fcc44108f,2023-01-03 15:03:00,98d3362e,Leyla Məmmədov,Sumqayıt,e7eb2cd7,Sumqayıt  Mağaza 2,Sumqayıt,bca81fad,Geyim məhsulu 34,Geyim,3,143.23,0.05,136.07,408.21,Elektron pul kisəsi,,True,Tuesday,January,2023,15,False,,nan
31f11192-7f65-4cf4-85e9-fe3830639bd4,2023-01-03 15:05:00,4fa2c555,Anar Məmmədov,Bakı,68c5b08f,Bakı (Mərkəz) Mağaza 1,Bakı,65e15bdd,Avto Aksessuarlar məhsulu 162,Avto Aksessuarlar,3,57.91,0.0,57.91,173.73,Elektron pul kisəsi,,False,Tuesday,January,2023,15,False,,nan
b1cecdc1-4cea-4683-9551-077889d7648a,2023-01-03 15:49:00,1f792890,Samir Hüseynov,Gəncə,4aaa1b95,Gəncə  Mağaza 2,Gəncə,4a5dd9f8,Elektronika məhsulu 16,Elektronika,3,1850.81,0.0,1665.73,4997.19,Elektron pul kisəsi,,False,Tuesday,January,2023,15,False,,nan
23f02e21-c5c0-4675-9f3d-641080a2610d,2023-01-03 16:45:00,fd9eae0a,Farid Abbasov,Sumqayıt,e7eb2cd7,Sumqayıt  Mağaza 2,Sumqayıt,b8fd8497,Qida məhsulu 126,Qida,3,7.75,0.0,7.75,23.25,Debit Kartı,,False,Tuesday,January,2023,16,False,,nan
6411065f-0bff-4b0e-890e-4b335292c09e,2023-01-03 16:56:00,e20b4cba,Elşən Hüseynov,Quba,a0c365d2,Quba  Mağaza 1,Quba,4054b798,Geyim məhsulu 30,Geyim,3,129.64,0.0,129.64,388.92,Hissəli ödəniş,,False,Tuesday,January,2023,16,True,2023-01-10 16:56:00,Digər səbəb
dc42c917-aa17-4b6f-8de2-2b06f84a0c4c,2023-01-03 17:36:00,88527c50,Nigar Quliyev,Naxçıvan,a0c365d2,Quba  Mağaza 1,Quba,909ae86e,Geyim məhsulu 38,Geyim,1,184.36,0.05,175.14,175.14,Nağd,,True,Tuesday,January,2023,17,False,,nan
9f482505-21e0-437b-bc5d-045f79195ba7,2023-01-03 18:28:00,211f7b2a,Günel Nəcəfli,Şəki,14a17587,Şəki  Mağaza 1,Şəki,d48f78b6,Elektronika məhsulu 20,Elektronika,2,2505.27,0.0,2254.74,4509.49,Nağd,,False,Tuesday,January,2023,18,False,,nan
7020c0cb-e761-43d8-8eac-0916df57342c,2023-01-03 18:44:00,9a1099dd,Rəşad Nəcəfli,Şəki,14a17587,Şəki  Mağaza 1,Şəki,53e54aa8,İdman məhsulu 84,İdman,2,156.68,0.0,156.68,313.36,Kredit Kartı,,False,Tuesday,January,2023,18,False,,nan
682d7ffa-1237-4c37-bff8-8cd643118324,2023-01-03 19:26:00,754c9d5b,Anar Abbasov,Sumqayıt,e7eb2cd7,Sumqayıt  Mağaza 2,Sumqayıt,993d55a7,Elektronika məhsulu 12,Elektronika,2,905.83,0.0,815.25,1630.49,Kredit Kartı,,False,Tuesday,January,2023,19,False,,nan
29a6d035-c9a2-43de-8e31-fc9efa1fc564,2023-01-04 09:01:00,85590f4c,Rəşad Qasımov,Gəncə,eb075b95,Gəncə  Mağaza 1,Gəncə,457e846a,Qida məhsulu 117,Qida,3,124.11,0.0,124.11,372.33,Debit Kartı,,False,Wednesday,January,2023,9,False,,nan
1fb52fe6-11d0-46ed-bfd5-455cef883484,2023-01-04 11:26:00,46feecaf,Leyla Nəcəfli,Sumqayıt,80aa0179,Quba  Mağaza 2,Quba,44620352,İdman məhsulu 80,İdman,2,69.96,0.0,69.96,139.92,Hissəli ödəniş,,False,Wednesday,January,2023,11,False,,nan
c0f60891-8be6-47c3-8aa8-0d0bd2e508b5,2023-01-04 11:57:00,80f8ca7d,Orxan Rəhimov,Sumqayıt,b38017ab,Sumqayıt  Mağaza 1,Sumqayıt,5d717b02,Kitablar məhsulu 152,Kitablar,1,176.84,0.0,176.84,176.84,Kredit Kartı,,False,Wednesday,January,2023,11,False,,nan
5d1846be-ffb2-42ba-9aab-d99065cb2341,2023-01-04 12:13:00,ff36e3b3,Elşən Abbasov,Naxçıvan,aefa7976,Naxçıvan  Mağaza 1,Naxçıvan,8388b2e6,Oyuncaqlar məhsulu 115,Oyuncaqlar,3,256.15,0.0,256.15,768.45,Elektron pul kisəsi,,False,Wednesday,January,2023,12,False,,nan
5d82bd50-314b-4b21-a417-95fb56fac5fc,2023-01-04 12:25:00,35063f53,Nigar Nəcəfli,Gəncə,eb075b95,Gəncə  Mağaza 1,Gəncə,61f17847,Geyim məhsulu 35,Geyim,3,61.23,0.0,61.23,183.69,Kredit Kartı,,False,Wednesday,January,2023,12,False,,nan
e96aa7f2-432e-4a68-a13c-4058e31f392a,2023-01-04 12:47:00,87dbeabb,Elmira Əhmədli,Mingəçevir,45cd2be3,Mingəçevir  Mağaza 3,Mingəçevir,e4ae48f3,Kitablar məhsulu 144,Kitablar,2,249.66,0.05,237.18,474.35,Debit Kartı,,True,Wednesday,January,2023,12,False,,nan
37bc8c00-831c-4e65-b0a4-f2cd70e208f6,2023-01-04 12:58:00,fe3360b3,Elmira Rəhimov,Lənkəran,4d27c1c4,Lənkəran  Mağaza 1,Lənkəran,cf003fac,Avto Aksessuarlar məhsulu 165,Avto Aksessuarlar,1,83.71,0.0,83.71,83.71,Elektron pul kisəsi,,False,Wednesday,January,2023,12,False,,nan
7522ef1e-5d9f-4930-b830-e31314c6ba55,2023-01-04 13:38:00,210dceb4,Natavan Abbasov,Quba,5914b874,Quba  Mağaza 3,Quba,09c984d0,Geyim məhsulu 31,Geyim,2,116.15,0.0,116.15,232.3,Elektron pul kisəsi,,False,Wednesday,January,2023,13,False,,nan
9e05ff7a-7028-4f08-9258-18307b1d3532,2023-01-04 13:41:00,23c4b013,Nigar Səfərli,Şəki,14a17587,Şəki  Mağaza 1,Şəki,38c96524,Ev Əşyaları məhsulu 65,Ev Əşyaları,3,10.75,0.0,10.75,32.25,Nağd,,False,Wednesday,January,2023,13,False,,nan
c019dc41-a128-484a-8b55-52ead595cf0d,2023-01-04 13:49:00,b3a260d8,Rəşad Səfərli,Naxçıvan,aefa7976,Naxçıvan  Mağaza 1,Naxçıvan,76bf0efb,Mətbəx məhsulu 55,Mətbəx,2,386.61,0.0,386.61,773.22,Nağd,,False,Wednesday,January,2023,13,False,,nan
d535f8fc-8e29-4c23-ba1d-50225273a4b7,2023-01-04 13:51:00,1ec89102,Günel Əliyev,Mingəçevir,de5282b4,Mingəçevir  Mağaza 1,Mingəçevir,32c1ce53,İdman məhsulu 96,İdman,3,163.2,0.0,163.2,489.6,Elektron pul kisəsi,,False,Wednesday,January,2023,13,False,,nan
7e3638da-4c78-4978-82c3-e542c72618ac,2023-01-04 14:07:00,719c1d34,Aysel Məmmədov,Mingəçevir,e44533aa,Mingəçevir  Mağaza 2,Mingəçevir,3a820ba5,İdman məhsulu 95,İdman,1,78.35,0.0,78.35,78.35,Debit Kartı,,False,Wednesday,January,2023,14,False,,nan
278273c1-5df3-4b0f-9372-5f7a3f59bdae,2023-01-04 14:08:00,0179ecd3,Əli Əliyev,Lənkəran,84ba0a5f,Lənkəran  Mağaza 3,Lənkəran,23aac254,Ev Əşyaları məhsulu 60,Ev Əşyaları,3,261.8,0.0,261.8,785.4,Elektron pul kisəsi,,False,Wednesday,January,2023,14,False,,nan
2f107c9f-2da6-4de2-b91e-0c105d749f06,2023-01-04 14:56:00,7c842ef5,Elşən Rəhimov,Bakı,de5282b4,Mingəçevir  Mağaza 1,Mingəçevir,75a2bebb,Kitablar məhsulu 139,Kitablar,2,216.7,0.05,205.86,411.73,Nağd,,True,Wednesday,January,2023,14,False,,nan
fcae3198-7c38-420a-89f4-97a98d923855,2023-01-04 16:14:00,8e10d9a0,Nigar Əliyev,Lənkəran,4d27c1c4,Lənkəran  Mağaza 1,Lənkəran,11b9aa68,Elektronika məhsulu 1,Elektronika,3,422.86,0.0,380.57,1141.72,Hissəli ödəniş,,False,Wednesday,January,2023,16,False,,nan
d264bb07-93d1-4631-9e24-d9bad5fab192,2023-01-04 16:21:00,f2b94995,Nigar Abbasov,Bakı,68c5b08f,Bakı (Mərkəz) Mağaza 1,Bakı,cc95ba84,İdman məhsulu 88,İdman,2,243.21,0.0,243.21,486.42,Elektron pul kisəsi,,False,Wednesday,January,2023,16,False,,nan
0d0ba5fb-ed07-40fb-9972-318a3ba77241,2023-01-04 16:33:00,b886d6ef,Leyla Əliyev,Sumqayıt,b38017ab,Sumqayıt  Mağaza 1,Sumqayıt,c4339e29,Kosmetika məhsulu 78,Kosmetika,2,14.28,0.05,13.57,27.13,Debit Kartı,,True,Wednesday,January,2023,16,True,2023-01-11 16:33:00,Digər səbəb
13e828f2-3489-4841-9bc7-de1f2f5f9eeb,2023-01-04 16:36:00,d4c71db9,Natavan Rəhimov,Mingəçevir,de5282b4,Mingəçevir  Mağaza 1,Mingəçevir,12dacab7,Qida məhsulu 130,Qida,3,264.38,0.0,264.38,793.14,Nağd,,False,Wednesday,January,2023,16,False,,nan
502abbc0-3de1-4880-90b2-a1d2078eaf06,2023-01-04 16:54:00,ba704417,Rəşad Hüseynov,Mingəçevir,e44533aa,Mingəçevir  Mağaza 2,Mingəçevir,bae4195d,Geyim məhsulu 33,Geyim,1,68.59,0.0,68.59,68.59,Debit Kartı,,False,Wednesday,January,2023,16,False,,nan
c8c3eea0-724a-4555-9b32-16d1553b7761,2023-01-04 18:02:00,91a86e61,Natavan Abbasov,Şəki,83473150,Şəki  Mağaza 2,Şəki,4f2fbdc0,Geyim məhsulu 37,Geyim,3,68.19,0.0,68.19,204.57,Kredit Kartı,,False,Wednesday,January,2023,18,False,,nan
15904e0d-0b8a-4ede-b165-cec8cdaa81a1,2023-01-04 18:28:00,54b4e4d0,Farid Əhmədli,Lənkəran,e3bc1f5d,Lənkəran  Mağaza 2,Lənkəran,c7a58ddb,Elektronika məhsulu 13,Elektronika,3,2875.92,0.0,2588.33,7764.98,Hissəli ödəniş,,False,Wednesday,January,2023,18,False,,nan
c8a5d728-bfc4-43dc-8740-047f4b65b8b1,2023-01-04 20:58:00,7c46248a,Leyla Səfərli,Sumqayıt,b38017ab,Sumqayıt  Mağaza 1,Sumqayıt,c7a58ddb,Elektronika məhsulu 13,Elektronika,1,2875.92,0.0,2588.33,2588.33,Elektron pul kisəsi,,False,Wednesday,January,2023,20,False,,nan
d9fe0601-86a8-4208-860e-5f8c34ebb1c4,2023-01-05 10:13:00,5348326d,Natavan Quliyev,Lənkəran,84ba0a5f,Lənkəran  Mağaza 3,Lənkəran,e46f828c,Kitablar məhsulu 141,Kitablar,2,154.1,0.05,146.39,292.79,Debit Kartı,,True,Thursday,January,2023,10,False,,nan
9f52229c-d01f-47f2-a2f5-55b80bd213e3,2023-01-05 10:51:00,b2763f61,Orxan Məmmədov,Mingəçevir,aefa7976,Naxçıvan  Mağaza 1,Naxçıvan,b752e06a,Geyim məhsulu 27,Geyim,1,49.28,0.0,49.28,49.28,Nağd,,False,Thursday,January,2023,10,False,,nan
f5e5acba-6543-4a00-b969-bbba70257e95,2023-01-05 12:55:00,ab376166,Samir Rəhimov,Gəncə,4aaa1b95,Gəncə  Mağaza 2,Gəncə,bba46eaf,Elektronika məhsulu 2,Elektronika,2,810.19,0.0,729.17,1458.34,Nağd,,False,Thursday,January,2023,12,False,,nan
28aaffb0-9032-4112-aea4-7b3943d60ed5,2023-01-05 13:16:00,8151767e,Orxan Rəhimov,Quba,5914b874,Quba  Mağaza 3,Quba,2b116ad0,Oyuncaqlar məhsulu 109,Oyuncaqlar,2,69.22,0.0,69.22,138.44,Elektron pul kisəsi,,False,Thursday,January,2023,13,False,,nan
c9ae9107-1c7f-4fbb-b00d-997bd47cffcd,2023-01-05 13:54:00,3e7a0d85,Leyla Hüseynov,Gəncə,a0c365d2,Quba  Mağaza 1,Quba,a949acef,Elektronika məhsulu 6,Elektronika,3,774.72,0.0,697.25,2091.74,Elektron pul kisəsi,,False,Thursday,January,2023,13,False,,nan
